,ID,Address,Post Date,Quarter,Year,District,Price (billion VND),Area (m2),Property Type,Direction,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document,Latitude,Longitude
13490,16958,"Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-10,2,2019,,3.95,40.0,nha rieng,,,,,,,Yes,,
13491,16959,"Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-10,2,2019,,3.95,4.0,nha rieng,,,,,,,Yes,,
13492,16960,"Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-10,2,2019,,3.95,4.0,nha rieng,,,,,,,Yes,,
13493,16961,"Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-10,2,2019,,3.95,4.0,nha rieng,,,,,,,Yes,,
13494,16962,"Yet Kieu, Ha Đong, Ha Noi",2019-05-10,2,2019,ha đong,3.99,36.0,nha rieng,Khong xac đinh,6.0,,4.0,,,Yes,,
13495,16963,"Đoi Can, Ngoc Ha, Ba Đinh, Ha Noi",2019-05-11,2,2019,ba đinh,16.8,100.0,nha rieng,,,,,,,Yes,,
13496,16964,"Hong Mai, Quynh Mai, Hai Ba Trung, Ha Noi",2019-05-11,2,2019,hai ba trung,3.55,25.0,nha rieng,Khong xac đinh,4.0,,4.0,3.0,3.0,Yes,,
13497,16969,"Truong Chinh, Phuong Liet, Thanh Xuan, Ha Noi",2019-05-11,2,2019,thanh xuan,7.48,70.0,nha rieng,,,,,,,Yes,,
13498,16970,"Nguyen Van Linh, Thach Ban, Long Bien, Ha Noi",2019-05-11,2,2019,long bien,1.9,32.0,nha rieng,,,,,,,Not provided,,
13499,16971,"Nguyen Trai, P.Ha Đinh, Q.Thanh Xuan, Ha Đinh, Thanh Xuan, Ha Noi",2019-05-11,2,2019,thanh xuan,2.45,40.0,nha rieng,Khong xac đinh,4.0,3.0,,3.0,1.0,Yes,,
13500,16972,"Phan Van Truong, Dich Vong Hau, Cau Giay, Ha Noi",2019-05-11,2,2019,cau giay,4.6,51.0,nha rieng,,,,,,,Yes,,
13501,16973,"Lang Ha, Đong Đa, Ha Noi",2019-05-11,2,2019,đong đa,3.1,40.0,nha rieng,Khong xac đinh,5.0,,3.0,4.0,1.0,Yes,,
13502,16974,"Đoi Can, Đoi Can, Ba Đinh, Ha Noi",2019-05-11,2,2019,ba đinh,3.6,47.0,nha rieng,,5.0,4.0,3.0,5.0,1.0,Yes,,
13503,16975,"Khuong Mai, Thanh Xuan, Ha Noi",2019-05-11,2,2019,thanh xuan,3.4,35.0,nha rieng,,,,,,,Not provided,,
13504,16976,"Khuong Đinh, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-11,2,2019,thanh xuan,2.1,23.0,nha rieng,,,,,,,Not provided,,
13505,16977,"Le Thanh Nghi, Bach Khoa, Hai Ba Trung, Ha Noi",2019-05-11,2,2019,hai ba trung,3.3,34.0,nha rieng,,,,,,,Not provided,,
13506,16978,"Đoi Can, Đoi Can, Ba Đinh, Ha Noi",2019-05-11,2,2019,ba đinh,4.5,49.0,nha rieng,Bac,6.0,,2.0,8.0,1.0,Yes,,
13507,16979,"Nghia Đo, Cau Giay, Ha Noi",2019-05-11,2,2019,cau giay,7.6,55.0,nha rieng,,4.0,3.0,,4.0,,Yes,,
13508,16980,"Minh Khai, Minh Khai, Hai Ba Trung, Ha Noi",2019-05-11,2,2019,hai ba trung,3.25,33.0,nha rieng,,,,,,,Not provided,,
13509,16981,"Lo Đuc, Đong Mac, Hai Ba Trung, Ha Noi",2019-05-11,2,2019,hai ba trung,3.75,31.0,nha rieng,,,,,,,Not provided,,
13510,16983,"Thinh Quang, Đong Đa, Ha Noi",2019-05-11,2,2019,đong đa,3.35,34.0,nha rieng,,,,,,,Not provided,,
13511,16984,"Đuong Quan Nhan, quan Thanh Xuan, Ha Noi, Quan Nhan, Nhan Chinh, Thanh Xuan, Ha Noi",2019-05-11,2,2019,thanh xuan,2.15,40.0,nha rieng,,,,,,,Not provided,,
13512,16985,"Bach Đang, Hai Ba Trung, Ha Noi",2019-05-11,2,2019,hai ba trung,3.55,35.0,nha rieng,Nam,5.0,4.0,3.0,3.0,,Yes,,
13513,16986,"Khuong Trung, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-11,2,2019,thanh xuan,2.35,46.0,nha rieng,Khong xac đinh,3.0,1.0,3.0,3.0,1.0,Yes,,
13514,16987,"Nga Tu So, Đong Đa, Ha Noi",2019-05-11,2,2019,đong đa,3.6,35.0,nha rieng,Khong xac đinh,5.0,4.0,2.0,3.0,1.0,Yes,,
13515,16988,"Tay Son, Thinh Quang, Đong Đa, Ha Noi",2019-05-11,2,2019,đong đa,3.62,50.0,nha rieng,,,3.0,4.0,4.0,4.0,Yes,,
13516,16989,"Giap Bat, Đinh Cong, Hoang Mai, Ha Noi",2019-05-11,2,2019,hoang mai,4.4,46.0,nha rieng,Khong xac đinh,5.0,3.0,3.0,3.0,1.0,Yes,,
13517,16990,"Hoang Quoc Viet, Nghia Đo, Cau Giay, Ha Noi",2019-05-11,2,2019,cau giay,2.75,105.0,nha rieng,Đong,1.0,2.0,3.0,2.0,1.0,Yes,,
13518,16991,"Nguyen Luong Bang, Nam Đong, Đong Đa, Ha Noi",2019-05-11,2,2019,đong đa,2.2,2.0,nha rieng,,,,,,,Not provided,,
13519,16993,"Lac Long Quan, Nghia Đo, Cau Giay, Ha Noi",2019-05-11,2,2019,cau giay,3.2,32.0,nha rieng,Tay Bac,5.0,4.0,2.0,3.0,1.0,,,
13520,16995,"Hoang Mai P Hoang Van Thu Q. Hoang Mai Tp Ha noi, Hoang Van Thu, Hoang Mai, Ha Noi",2019-05-11,2,2019,hoang mai,1.52,36.0,nha rieng,Khong xac đinh,4.0,2.0,3.0,4.0,1.0,Yes,,
13521,16996,"Đuong Cau Giay, Quan Hoa, Cau Giay, Ha Noi",2019-05-11,2,2019,cau giay,2.8,45.0,nha rieng,Đong Nam,3.0,2.0,3.0,3.0,1.0,Yes,,
13522,16998,"Kim Hoa, Đong Đa, Ha Noi, Kim Lien, Đong Đa, Ha Noi",2019-05-11,2,2019,đong đa,3.1,31.0,nha rieng,Khong xac đinh,6.0,5.0,5.0,5.0,1.0,Yes,,
13523,17000,"Thanh Pho Ha Noi., Ho Đen Lu, Tan Mai, Hoang Mai, Ha Noi",2019-05-11,2,2019,hoang mai,2.9,42.0,nha rieng,Khong xac đinh,4.0,4.0,3.0,4.0,1.0,Yes,,
13524,17001,"Đinh Cong Thuong , Đinh Cong, Hoang Mai, Ha Noi",2019-05-11,2,2019,hoang mai,3.5,50.0,nha rieng,,4.0,,3.0,4.0,,Yes,,
13525,17002,"Khuong Ha, Thanh Xuan, Ha Noi",2019-05-11,2,2019,thanh xuan,4.0,60.0,nha rieng,,5.0,,3.0,5.0,,Yes,,
13526,17003,"Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-11,2,2019,thanh xuan,3.8,51.0,nha rieng,,4.0,,3.0,4.0,,Yes,,
13527,17004,"Trung Phung, Đong Đa, Ha Noi",2019-05-11,2,2019,đong đa,2.8,35.0,nha rieng,,,,,,,Yes,,
13528,17005,"Thanh Xuan Trung, Thanh Xuan, Ha Noi",2019-05-12,2,2019,thanh xuan,3.1,30.0,nha rieng,,4.0,,,,,Yes,,
13529,17007,"Yen Phu, Tay Ho, Ha Noi",2019-05-12,2,2019,tay ho,11.0,73.0,nha rieng,,,,,,,Yes,,
13530,17008,"Đoi Can, Đoi Can, Đoi Can, Ba Đinh, Ha Noi",2019-05-12,2,2019,ba đinh,2.78,57.0,nha rieng,,3.0,3.0,3.0,3.0,1.0,Yes,,
13531,17009,"Kim Ma, Kim Ma, Ba Đinh, Ha Noi",2019-05-12,2,2019,ba đinh,2.95,28.0,nha rieng,Tay,,,,,,Yes,,
13532,17010,"Luong Đinh Cua, Phuong Mai, Đong Đa, Ha Noi",2019-05-12,2,2019,đong đa,3.0,76.0,nha rieng,Bac,,,,,,Yes,,
13533,17011,"Lenh Cu, Van Chuong, Đong Đa, Ha Noi",2019-05-12,2,2019,đong đa,3.0,36.0,nha rieng,Tay,,,,,,Yes,,
13534,17012,"Vinh Phuc, Ba Đinh, Ha Noi",2019-05-12,2,2019,ba đinh,2.95,35.0,nha rieng,,3.0,3.0,,4.0,,Yes,,
13535,17013,"Bach Mai, Bach Mai, Hai Ba Trung, Ha Noi",2019-05-12,2,2019,hai ba trung,3.1,36.0,nha rieng,Nam,,,,,,Yes,,
13536,17014,"Giai Phong, Giap Bat, Hoang Mai, Ha Noi",2019-05-12,2,2019,hoang mai,2.5,32.0,nha rieng,,5.0,3.0,2.0,3.0,,Yes,,
13537,17015,"Luong Khanh Thien, Tuong Mai, Hoang Mai, Ha Noi",2019-05-12,2,2019,hoang mai,3.3,44.0,nha rieng,,5.0,,5.0,4.0,1.0,Yes,,
13538,17016,"Lac Long Quan, Buoi, Tay Ho, Ha Noi",2019-05-12,2,2019,tay ho,6.9,45.0,nha rieng,,5.0,,8.0,5.0,1.0,Yes,,
13539,17017,"Vo Thi Sau, Thanh Nhan, Hai Ba Trung, Ha Noi",2019-05-12,2,2019,hai ba trung,3.17,42.0,nha rieng,,4.0,,,4.0,,Yes,,
13540,17019,"Hoang Cau, O Cho Dua, Đong Đa, Ha Noi",2019-05-12,2,2019,đong đa,3.85,38.0,nha rieng,,4.0,3.0,3.0,3.0,1.0,Yes,,
13541,17020,"Hoang Quoc Viet, Quan Hoa, Cau Giay, Ha Noi",2019-05-12,2,2019,cau giay,2.95,35.0,nha rieng,,,,,,,Not provided,,
13542,17022,"Đoi Can, Đoi Can, Ba Đinh, Ha Noi",2019-05-12,2,2019,ba đinh,4.7,41.0,nha rieng,Khong xac đinh,5.0,6.0,3.0,5.0,1.0,Yes,,
13543,17023,"Nguyen Đuc Canh, Tan Mai, Hoang Mai, Ha Noi",2019-05-13,2,2019,hoang mai,3.6,50.0,nha rieng,,,,,,,Not provided,,
13544,17025,"Bach Khoa, Hai Ba Trung, Ha Noi",2019-05-13,2,2019,hai ba trung,3.2,38.0,nha rieng,,,,,,,Not provided,,
13545,17026,"Thanh Nhan, Hai Ba Trung, Ha Noi",2019-05-13,2,2019,hai ba trung,3.44,38.0,nha rieng,,,,,,,Yes,,
13546,17027,"Pho Đai Tu, Đai Kim, Hoang Mai, Ha Noi",2019-05-13,2,2019,hoang mai,2.8,52.0,nha rieng,Khong xac đinh,5.0,4.0,3.0,4.0,1.0,Yes,,
13547,17028,"Đong Tam, Hai Ba Trung, Ha Noi",2019-05-13,2,2019,hai ba trung,3.0,40.0,nha rieng,,,,,,,Not provided,,
13548,17029,"Trung Liet, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,3.9,38.0,nha rieng,,4.0,3.0,3.0,3.0,1.0,Yes,,
13549,17030,"Kim Ma, Ba Đinh, Ha Noi",2019-05-13,2,2019,ba đinh,4.0,45.0,nha rieng,,,,,,,Not provided,,
13550,17033,"Khuong Trung, Thanh Xuan, Ha Noi",2019-05-13,2,2019,thanh xuan,4.8,77.0,nha rieng,Khong xac đinh,3.0,3.0,4.0,4.0,1.0,Yes,,
13551,17036,"Hoang Quoc Viet, Nghia Tan, Cau Giay, Ha Noi",2019-05-13,2,2019,cau giay,14.5,75.0,nha rieng,Bac,4.0,3.0,5.0,3.0,1.0,Yes,,
13552,17039,"Nga Tu So, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,3.3,33.0,nha rieng,,,,,,,Not provided,,
13553,17040,"Le Van Luong, Trung Hoa, Cau Giay, Ha Noi",2019-05-13,2,2019,cau giay,4.6,51.0,nha rieng,,,,,,,Yes,,
13554,17043,"O Cho Dua, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,11.8,115.0,nha rieng,,,,,,,Not provided,,
13555,17044,"Nguyen Cong Hoan, Ngoc Khanh, Ba Đinh, Ha Noi",2019-05-13,2,2019,ba đinh,4.3,54.0,nha rieng,,4.0,3.0,,4.0,1.0,Yes,,
13556,17045,"Đe La Thanh, O Cho Dua, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,3.1,40.0,nha rieng,,,,,,,Yes,,
13557,17046,"Pho Duong Quang Ham, Nghia Tan, Cau Giay, Ha Noi",2019-05-13,2,2019,cau giay,5.5,55.0,nha rieng,,,,,,,Not provided,,
13558,17048,"Xa Đan, Xa Đan, O Cho Dua, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,6.4,45.0,nha rieng,,5.0,,,,,Yes,,
13559,17049,"Bac Tu Liem, Ha Noi",2019-05-13,2,2019,,3.7,,nha rieng,,,,,,,Not provided,,
13560,17050,"Co Nhue 1, Bac Tu Liem, Ha Noi",2019-05-13,2,2019,,0.56,57.0,nha rieng,,,,,,,Yes,,
13561,17051,"Ngo 56 Nguyen An Ninh, Tuong Mai, Hoang Mai, Ha Noi",2019-05-13,2,2019,hoang mai,1.75,34.0,nha rieng,Tay Nam,2.0,2.0,,2.0,1.0,Yes,,
13562,17053,"Thinh Quang, Thinh Quang, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,2.95,30.0,nha rieng,,,,,,,Yes,,
13563,17054,"Van Cao, Lieu Giai, Ba Đinh, Ha Noi",2019-05-13,2,2019,ba đinh,12.6,56.0,nha rieng,,6.0,5.0,4.0,6.0,1.0,Yes,,
13564,17055,"Nguyen Trai, Nguyen Trai, Ha Đong, Ha Noi",2019-05-13,2,2019,ha đong,3.2,30.0,nha rieng,Đong Nam,5.0,3.0,2.0,3.0,,Yes,,
13565,17056,"Mo Lao, Ha Đong, Ha Noi",2019-05-13,2,2019,ha đong,2.7,32.0,nha rieng,,,,,,,Not provided,,
13566,17057,"Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-13,2,2019,,3.9,45.0,nha rieng,,5.0,4.0,,3.0,,Yes,,
13567,17058,"Quan Nhan, Nhan Chinh, Thanh Xuan, Ha Noi",2019-05-13,2,2019,thanh xuan,3.7,60.0,nha rieng,,,2.0,17.5,3.0,1.0,Yes,,
13568,17059,"Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-13,2,2019,,2.35,46.0,nha rieng,,5.0,4.0,,3.0,,Yes,,
13569,17061,"Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-13,2,2019,,2.9,40.0,nha rieng,,5.0,4.0,,3.0,,Yes,,
13570,17062,"Ba Đinh - Ha Noi, Đoi Can, Ngoc Ha, Ba Đinh, Ha Noi",2019-05-13,2,2019,ba đinh,2.5,23.0,nha rieng,,5.0,,2.0,,,Yes,,
13571,17063,"Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-13,2,2019,,2.2,35.0,nha rieng,,5.0,4.0,,3.0,,Yes,,
13572,17064,"Minh Khai, Hai Ba Trung, Ha Noi",2019-05-13,2,2019,hai ba trung,10.0,40.0,nha rieng,,,,,,,Not provided,,
13573,17065,"Kim Lien, Kim Lien, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,2.15,24.0,nha rieng,Khong xac đinh,3.0,,3.0,,,Yes,,
13574,17066,"Khuong Trung, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-13,2,2019,thanh xuan,3.88,38.0,nha rieng,Khong xac đinh,4.0,3.0,4.0,4.0,1.0,Yes,,
13575,17067,"Minh Khai, Thanh Luong, Hai Ba Trung, Ha Noi",2019-05-13,2,2019,hai ba trung,2.5,44.0,nha rieng,,,,,,,Yes,,
13576,17068,"Ton Đuc Thang, Van Mieu, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,7.2,50.0,nha rieng,,4.0,,,4.0,,Yes,,
13577,17069,"Thuy Khue, Thuy Khue, Tay Ho, Ha Noi",2019-05-13,2,2019,tay ho,17.3,121.0,nha rieng,Tay,3.0,3.0,,3.0,1.0,Yes,,
13578,17070,"Bach Mai, Bach Mai, Hai Ba Trung, Ha Noi",2019-05-13,2,2019,hai ba trung,3.1,44.0,nha rieng,,4.0,,,4.0,,Yes,,
13579,17071,"Trieu Khuc, Thanh Xuan Nam, Thanh Xuan, Ha Noi",2019-05-13,2,2019,thanh xuan,1.55,24.0,nha rieng,,,,,,,Not provided,,
13580,17072,"Phu La, Ha Đong, Ha Noi",2019-05-13,2,2019,ha đong,0.52,91.0,nha rieng,,,,,,,Yes,,
13581,17073,"Thai Ha, Trung Liet, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,6.0,40.0,nha rieng,,5.0,,,,,Yes,,
13582,17074,"Trung Hoa, Cau Giay, Ha Noi",2019-05-13,2,2019,cau giay,0.26,118.0,nha rieng,Khong xac đinh,1.0,1.0,10.0,1.0,1.0,Yes,,
13583,17076,"Trung Liet, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,2.9,27.0,nha rieng,,,,,,,Yes,,
13584,17077,"Cau Dien, Bac Tu Liem, Ha Noi",2019-05-13,2,2019,,16.0,105.0,nha rieng,,7.0,7.0,,6.0,2.0,Yes,,
13585,17078,"Thai Thinh, Thinh Quang, Đong Đa, Ha Noi",2019-05-13,2,2019,đong đa,6.5,53.0,nha rieng,,6.0,,3.0,4.0,,Yes,,
13586,17079,"Le Thanh Nghi, Bach Khoa, Hai Ba Trung, Ha Noi",2019-05-13,2,2019,hai ba trung,4.95,45.0,nha rieng,,4.0,,3.0,4.0,1.0,Yes,,
13587,17080,"Linh Lang, Lieu Giai, Ba Đinh, Ha Noi",2019-05-13,2,2019,ba đinh,6.1,54.0,nha rieng,,,,,,,Yes,,
13588,17081,"Nguyen Thi Đinh, Trung Hoa, Cau Giay, Ha Noi",2019-05-13,2,2019,cau giay,7.0,61.0,nha rieng,Tay Nam,4.0,4.0,6.0,5.0,,Yes,,
13589,17082,"Nguyen Trai, Ha Đong, Ha Noi",2019-05-13,2,2019,ha đong,2.95,44.0,nha rieng,Khong xac đinh,2.0,,5.0,,,Yes,,
13590,17083,"Trieu Khuc, Thanh Tri, Ha Noi",2019-05-14,2,2019,thanh tri,48.0,60.0,nha rieng,Khong xac đinh,1.0,1.0,5.0,1.0,1.0,Yes,,
13591,17084,"Khuat Duy Tien, Thanh Xuan Trung, Thanh Xuan, Ha Noi",2019-05-13,2,2019,thanh xuan,6.8,85.0,nha rieng,Khong xac đinh,3.0,3.0,5.0,4.0,1.0,Yes,,
13592,17085,"La Khe, Ha Đong, Ha Noi",2019-05-14,2,2019,ha đong,3.9,6.0,nha rieng,Khong xac đinh,3.0,,2.0,,,Yes,,
13593,17086,"Tan Trieu, Tan Trieu, Thanh Tri, Ha Noi",2019-05-14,2,2019,thanh tri,23.0,-1.0,nha rieng,Khong xac đinh,1.0,1.0,,1.0,1.0,Yes,,
13594,17087,"O Cho Dua, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,2.7,30.0,nha rieng,,4.0,,,,,Yes,,
13595,17088,"Đuong Đinh Cong, quan Hoang Mai, Ha Noi, Đinh Cong, Đinh Cong, Hoang Mai, Ha Noi",2019-05-14,2,2019,hoang mai,4.9,56.0,nha rieng,,,,,,,Not provided,,
13596,17089,"Ho Đen Lu, Hoang Van Thu, Hoang Mai, Ha Noi",2019-05-14,2,2019,hoang mai,4.0,35.0,nha rieng,,,,,,,Not provided,,
13597,17091,"Nhan Chinh, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,3.2,32.0,nha rieng,,5.0,,,3.0,,Yes,,
13598,17092,"Le Trong Tan, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,8.0,51.0,nha rieng,Khong xac đinh,4.0,3.0,4.0,4.0,1.0,Yes,,
13599,17094,"Khuong Trung, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,4.0,,nha rieng,,,,,,,Not provided,,
13600,17095,"Ngoc Ha, Ngoc Ha, Ba Đinh, Ha Noi",2019-05-14,2,2019,ba đinh,6.8,57.0,nha rieng,Đong,3.0,2.0,3.0,2.0,1.0,Yes,,
13601,17096,"Khuong Trung, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,4.0,,nha rieng,,,,,,,Not provided,,
13602,17097,"Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-14,2,2019,,3.15,35.0,nha rieng,,5.0,4.0,,3.0,,Yes,,
13603,17098,"Khuong Thuong, Khuong Thuong, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,3.15,30.0,nha rieng,Khong xac đinh,4.0,3.0,3.0,3.0,1.0,Yes,,
13604,17099,"Xuan Đinh, Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-14,2,2019,,2.5,35.0,nha rieng,,5.0,4.0,,4.0,1.0,Yes,,
13605,17100,"Ton Đuc Thang, Hang Bot, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,3.0,30.0,nha rieng,Nam,4.0,,4.0,3.0,,Yes,,
13606,17101,"Giang Vo, Ba Đinh, Ha Noi",2019-05-14,2,2019,ba đinh,9.1,46.0,nha rieng,Tay,,2.0,,3.0,,Yes,,
13607,17102,"Lieu Giai, Ba Đinh, Ha Noi",2019-05-14,2,2019,ba đinh,6.0,5.0,nha rieng,,5.0,4.0,,5.0,,Yes,,
13608,17103,"Tay Son, Thinh Quang, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,3.15,,nha rieng,,,,,,,Yes,,
13609,17104,"Lang Thuong, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,3.2,31.0,nha rieng,Khong xac đinh,4.0,,,3.0,,Yes,,
13610,17105,"Lang Ha, Lang Ha, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,2.86,28.0,nha rieng,,,,,,,Yes,,
13611,17106,"Lang, Lang Ha, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,7.9,67.0,nha rieng,,,,,,,Not provided,,
13612,17108,"Cat Linh, Cat Linh, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,4.9,55.0,nha rieng,,4.0,,3.0,3.0,,Yes,,
13613,17109,"Phuong Liet, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,4.1,50.0,nha rieng,,,,,,,Not provided,,
13614,17110,"Vinh Phuc, Ba Đinh, Ha Noi",2019-05-14,2,2019,ba đinh,2.95,35.0,nha rieng,,3.0,3.0,,4.0,,Yes,,
13615,17111,"Nguyen Trai, Thanh Xuan Nam, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,6.7,65.0,nha rieng,Tay Bac,3.0,2.0,3.0,2.0,1.0,Yes,,
13616,17112,"Tay Son, Quang Trung, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,3.6,39.0,nha rieng,Khong xac đinh,5.0,4.0,3.0,3.0,1.0,Yes,,
13617,17114,"Tran Quang Dieu, O Cho Dua, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,4.87,38.0,nha rieng,,5.0,,4.0,,1.0,Yes,,
13618,17115,"Thuy Khue, Thuy Khue, Tay Ho, Ha Noi",2019-05-14,2,2019,tay ho,4.5,46.0,nha rieng,,2.0,2.0,2.0,2.0,1.0,Not provided,,
13619,17116,"Dich Vong, Dich Vong Hau, Cau Giay, Ha Noi",2019-05-14,2,2019,cau giay,8.5,60.0,nha rieng,Tay Nam,,8.0,4.0,8.0,1.0,Yes,,
13620,17117,"Thai Thinh, Nga Tu So, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,3.78,70.0,nha rieng,,4.0,,,,,Not provided,,
13621,17118,"Hang Bot, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,3.8,42.0,nha rieng,,,,,,,Yes,,
13622,17119,"Thanh Nhan, Hai Ba Trung, Ha Noi",2019-05-14,2,2019,hai ba trung,4.8,59.0,nha rieng,,,,,,,Not provided,,
13623,17120,"Quoc Tu Giam, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,3.7,50.0,nha rieng,,5.0,,,4.0,,Yes,,
13624,17121,"Vuong Thua Vu, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,4.8,77.0,nha rieng,,3.0,3.0,4.0,3.0,1.0,Yes,,
13625,17122,"Nhan My, Bac Tu Liem, Ha Noi",2019-05-14,2,2019,,2.45,30.0,nha rieng,,,,2.0,,,Yes,,
13626,17123,"Nguyen Thai Hoc, Ngoc Khanh, Ba Đinh, Ha Noi",2019-05-14,2,2019,ba đinh,4.0,45.0,nha rieng,,,,,,,Yes,,
13627,17124,"Giap Bat, Hoang Mai, Ha Noi",2019-05-14,2,2019,hoang mai,1.5,38.0,nha rieng,,,,,,,Not provided,,
13628,17125,"Nghia Đo, Cau Giay, Ha Noi",2019-05-14,2,2019,cau giay,6.2,50.0,nha rieng,,,,,,,Not provided,,
13629,17126,"Tran Đai Nghia, Đong Tam, Hai Ba Trung, Ha Noi",2019-05-14,2,2019,hai ba trung,6.7,50.0,nha rieng,Tay Nam,1.0,1.0,3.0,1.0,1.0,Yes,,
13630,17127,"Trung Hoa, Cau Giay, Ha Noi",2019-05-14,2,2019,cau giay,7.7,37.5,nha rieng,Đong Nam,5.0,3.0,5.0,6.0,1.0,Yes,,
13631,17128,"Tran Phu, Ngoc Khanh, Ba Đinh, Ha Noi",2019-05-14,2,2019,ba đinh,4.4,50.0,nha rieng,,,,,,,Yes,,
13632,17129,"Hoang Đao Thanh, Kim Giang, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,3.8,30.0,nha rieng,,,,,,,Yes,,
13633,17130,"Phuong Liet, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,6.9,94.0,nha rieng,Bac,5.0,5.0,4.0,5.0,1.0,Yes,,
13634,17131,"Xa Đan, Nam Đong, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,3.9,38.0,nha rieng,,4.0,3.0,3.0,3.0,1.0,Yes,,
13635,17132,"Nguyen Ngoc Nai, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,3.4,,nha rieng,,,,,,,Not provided,,
13636,17134,"Đoi Can, Ba Đinh, Ha Noi",2019-05-14,2,2019,ba đinh,6.7,50.0,nha rieng,,,,,,,Yes,,
13637,17135,"Dich Vong Hau, Cau Giay, Ha Noi",2019-05-14,2,2019,cau giay,5.6,48.0,nha rieng,,5.0,,5.0,4.0,1.0,Yes,,
13638,17136,"Nhan Chinh, Thanh Xuan, Ha Noi",2019-05-14,2,2019,thanh xuan,5.4,65.0,nha rieng,,3.0,,,3.0,1.0,Yes,,
13639,17137,"Hoang Mai, Hoang Van Thu, Hoang Mai, Ha Noi",2019-05-14,2,2019,hoang mai,1.85,25.0,nha rieng,Khong xac đinh,4.0,4.0,3.0,3.0,3.0,Yes,,
13640,17138,"Hao Nam, O Cho Dua, Đong Đa, Ha Noi",2019-05-14,2,2019,đong đa,3.5,40.0,nha rieng,,4.0,,3.0,4.0,1.0,Yes,,
13641,17139,"Pho Phung Chi Kien, Nghia Đo, Cau Giay, Ha Noi",2019-05-14,2,2019,cau giay,4.8,35.0,nha rieng,,5.0,,3.0,3.0,1.0,Yes,,
13642,17140,"Pho Phung Chi Kien, Nghia Đo, Cau Giay, Ha Noi",2019-05-14,2,2019,cau giay,3.9,30.0,nha rieng,,5.0,,3.0,3.0,1.0,Yes,,
13643,17141,"Đai Kim, Hoang Mai, Ha Noi",2019-05-15,2,2019,hoang mai,2.8,42.0,nha rieng,,,,,,,Not provided,,
13644,17142,"Thanh Nhan, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,3.2,38.0,nha rieng,,,,,,,Not provided,,
